  1325.2969833          0.9995699 
  1325.2983722          0.9997293 
  1325.2997610          0.9997742 
  1325.3011499          0.9998717 
  1325.3025388          1.0003197 
  1325.3039276          1.0004779 
  1325.3053165          1.0003614 
  1325.3067054          1.0003486 
  1325.3080942          1.0006086 
  1325.3094831          1.0006311 
  1325.3108720          1.0005102 
  1325.3122608          1.0004619 
  1325.3136497          1.0002759 
  1325.3150386          1.0004923 
  1325.3164275          1.0005480 
  1325.3178163          1.0004271 
  1325.3192052          1.0001721 
  1325.3205941          1.0006737 
  1325.3219829          1.0004495 
  1325.3233718          1.0004673 
  1325.3247607          1.0004790 
  1325.3261495          1.0006375 
  1325.3275384          1.0007298 
  1325.3289273          1.0003803 
  1325.3303162          1.0007392 
  1325.3317050          1.0006275 
  1325.3330939          1.0004710 
  1325.3344828          1.0003817 
  1325.3358716          1.0003546 
  1325.3372605          1.0004385 
  1325.3386494          1.0002531 
  1325.3400382          1.0005559 
  1325.3414271          1.0002674 
  1325.3428160          1.0008107 
  1325.3442049          1.0005330 
  1325.3455937          1.0001892 
  1325.3469826          1.0003141 
  1325.3483715          1.0001240 
  1325.3497603          1.0002699 
  1325.3511492          1.0004107 
  1325.3525381          1.0000445 
  1325.3539269          1.0006918 
  1325.3553158          1.0003791 
  1325.3567047          1.0002850 
  1325.3580936          1.0006436 
  1325.3594824          1.0004377 
  1325.3608713          1.0002900 
  1325.3622602          1.0004741 
  1325.3636490          1.0006393 
  1325.3650379          1.0004073 
  1325.3664268          1.0004359 
  1325.3678156          1.0003270 
  1325.3692045          1.0002331 
  1325.3705934          1.0001533 
  1325.3719822          1.0003654 
  1325.3733711          1.0003580 
  1325.3747600          1.0004313 
  1325.3761489          1.0003033 
  1325.3775377          1.0005780 
  1325.3789266          1.0003800 
  1325.3803155          1.0004177 
  1325.3817043          1.0007601 
  1325.3830932          1.0005795 
  1325.3844821          1.0002069 
  1325.3858709          1.0002269 
  1325.3872598          1.0001562 
  1325.3886487          1.0004219 
  1325.3900376          1.0004456 
  1325.3914264          1.0004387 
  1325.3928153          1.0002548 
  1325.3942042          1.0003837 
  1325.3955930          1.0002426 
  1325.3969819          1.0003721 
  1325.3983708          1.0003431 
  1325.3997596          1.0004660 
  1325.4011485          1.0001533 
  1325.4025374          1.0000553 
  1325.4039263          1.0002989 
  1325.4053151          1.0006198 
  1325.4067040          1.0003134 
  1325.4080929          1.0001568 
  1325.4094817          1.0005064 
  1325.4108706          1.0003202 
  1325.4122595          1.0001999 
  1325.4136483          1.0003097 
  1325.4150372          1.0003306 
  1325.4164261          1.0006522 
  1325.4178150          1.0001922 
  1325.4192038          1.0002813 
  1325.4205927          0.9999541 
  1325.4219816          1.0003566 
  1325.4233704          1.0002912 
  1325.4247593          1.0002773 
  1325.4261482          1.0003736 
  1325.4275370          1.0002917 
  1325.4289259          1.0001588 
  1325.4303148          1.0001403 
  1325.4317037          1.0002816 
  1325.4330925          1.0003449 
  1325.4344814          1.0002714 
  1325.4358703          1.0003804 
  1325.4372591          1.0005574 
  1325.4386480          1.0002445 
  1325.4400369          1.0003611 
